Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color Variants (product.metafields.custom.color_variants),Product Information (product.metafields.custom.product_information),Board game mechanics (product.metafields.shopify.board-game-mechanics),Color (product.metafields.shopify.color-pattern),Dexterity skills (product.metafields.shopify.dexterity-skills),Game features (product.metafields.shopify.game-features),Gameplay skills (product.metafields.shopify.gameplay-skills),Recommended age group (product.metafields.shopify.recommended-age-group),Stationery binding type (product.metafields.shopify.stationery-binding-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
fire-blanket-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_black_2_66b1ba37-6c16-4387-933e-711a6abfeb77.jpg?v=1764084907,2,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FireBlanker_Black_mood_1.jpg?v=1764084907,3,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FireBlanker_Black_mood_2.jpg?v=1764084907,4,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_black_3.jpg?v=1764084907,5,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_black_4_5ac7c09b-18aa-4a66-a2ac-cda5781d7742.jpg?v=1764084907,6,,,,,,,,,,,,,,,,,,,,,,,
fire-blanket-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fire-blanket_5_5bdb7ed0-7a45-4527-b39c-074405976af1.jpg?v=1764084907,7,,,,,,,,,,,,,,,,,,,,,,,
portable-fan-wood-beige,"Fantastic, Wood Beige","<p><meta charset=""utf-8""> <meta charset=""utf-8""></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Discover ""Fantastic,"" a rechargeable portable fan designed for your desk or coffee table. This fan operates in absolute silence and features three levels of wind speed, offering customizable cooling. With a 360-degree rotation capability, you can direct the breeze precisely where you need it. Experience a refreshing escape on hot summer days like never before. <meta charset=""utf-8"">Select from Beige or Dusty Blue to match your style. </span><span data-mce-fragment=""1""></span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1""><meta charset=""utf-8"">The box includes a USB C cable.</span><span data-mce-fragment=""1""></span></p>",Printworks,Portable Fan,Portable Fan,YGroup_Fan,true,Title,Default Title,,,,,,,,PW00651,500,shopify,deny,manual,79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fan_wood-beige.jpg?v=1743595888,1,,false,,,,"Vendor: Printworks
Type: Portable Fan
Weight: 500g",,,,,,,,,,,,,,kg,,,active
portable-fan-wood-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_TableFan_WoodBeige_mood_4.jpg?v=1743595889,2,,,,,,,,,,,,,,,,,,,,,,,
portable-fan-wood-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_TableFan_WoodBeige_mood_2.jpg?v=1743595889,3,,,,,,,,,,,,,,,,,,,,,,,
portable-fan-wood-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_TableFan_WoodBeige_mood_3.jpg?v=1743595889,4,,,,,,,,,,,,,,,,,,,,,,,
portable-fan-wood-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_TableFan_WoodBeige_mood_1.jpg?v=1743595890,5,,,,,,,,,,,,,,,,,,,,,,,
portable-fan-wood-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fan_wood-beige_2.jpg?v=1743595890,6,,,,,,,,,,,,,,,,,,,,,,,
portable-fan-wood-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_fan_wood-beige_3.jpg?v=1743595890,7,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-l,"Swell, Pink L","<p>Elevate your home decor with our Lacquered Tray made of painted and lacquered MDF. Measuring 42x27x7 cm, it has plenty of room for serving, organizing, or displaying your favorite items while adding a touch of elegance to your space.</p>
<p>Choose from two elegant color combinations: Maroon/Pink and Turquoise/Green. If you're looking for a more petite option, we also offer a smaller size to suit your needs.</p>",Printworks,Lacquered Tray,Lacquered Tray,YGroup_Trays,true,Title,Default Title,,,,,,,,PW00655,800,shopify,deny,manual,59,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_big-pink-2_84555cd8-8e27-4032-a4ce-fcdcddb66cfc.jpg?v=1764772517,1,,false,,,,"Vendor: Printworks
Type: Lacquered Tray
Weight: 800g",,,,,,,,,,,,,,kg,,,active
lacquered-tray-maroon-pink-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_MaroonPinkL_mood_1.jpg?v=1764772517,2,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_MaroonPinkL_mood_2.jpg?v=1764772517,3,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_big-pink.jpg?v=1764772517,4,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_big-pink-3_e88937ed-997b-4d72-afd2-5e8e0a51c625.jpg?v=1764772510,5,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-turquoise-green-l,"Swell, Green L","<p>Elevate your home decor with our Lacquered Tray made of painted and lacquered MDF. Measuring 42x27x7 cm, it has plenty of room for serving, organizing, or displaying your favorite items while adding a touch of elegance to your space. Choose from two elegant color combinations: Maroon/Pink and Turquoise/Green.</p>
<p>If you're looking for a more petite option, we also offer a smaller size to suit your needs.</p>",Printworks,Lacquered Tray,Lacquered Tray,YGroup_Trays,true,Title,Default Title,,,,,,,,PW00659,800,shopify,deny,manual,59,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_big-green-2_78fc2981-7e5f-4d67-ab69-72b655ec28be.jpg?v=1764772481,1,,false,,,,"Vendor: Printworks
Type: Lacquered Tray
Weight: 800g",,,,,,,,,,,,,,kg,,,active
lacquered-tray-turquoise-green-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_TurquoiseGreenL_mood_1.jpg?v=1764772481,2,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-turquoise-green-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_TurquoiseGreenL_mood_2.jpg?v=1764772481,3,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-turquoise-green-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_big-green.jpg?v=1764772481,4,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-turquoise-green-l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_big-green-3_d203ab1b-1ba6-463e-bd29-ceaba976fb85.jpg?v=1764772476,5,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-s,"Swell, Pink S","<p>Elevate your home decor with our Lacquered Tray made of painted and lacquered MDF. Measuring 34x20x5 cm, it has room for serving, organizing, or displaying your favorite items while adding a touch of elegance to your space. Choose from two elegant color combinations: Maroon/Pink and Turquoise/Green.</p>
<p>If you're looking for a larger size, we also offer an extended version to suit your needs.</p>",Printworks,Lacquered Tray,Lacquered Tray,"large-bag, YGroup_Trays",true,Title,Default Title,,,,,,,,PW00654,400,shopify,deny,manual,39,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_small-pink-2_e18dc16e-e7cd-470d-95c6-e4a065dfa813.jpg?v=1764772595,1,,false,,,,"Vendor: Printworks
Type: Lacquered Tray
Weight: 400g",,,,,,,,,,,,,,kg,,,active
lacquered-tray-maroon-pink-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_MaroonPinkM_mood_1.jpg?v=1764772595,2,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_MaroonPinkM_mood_2.jpg?v=1764772595,3,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_small-pink.jpg?v=1764772595,4,,,,,,,,,,,,,,,,,,,,,,,
lacquered-tray-maroon-pink-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_small-pink-3_f76e040a-96c9-40a1-9b03-0cb916f12d20.jpg?v=1764772582,5,,,,,,,,,,,,,,,,,,,,,,,
swell-green-lacquered-tray-s,"Swell, Green S","<p>Elevate your home decor with our Lacquered Tray made of painted and lacquered MDF. Measuring 34x20x5 cm, it has room for serving, organizing, or displaying your favorite items while adding a touch of elegance to your space. Choose from two elegant color combinations: Maroon/Pink and Turquoise/Green.</p>
<p>If you're looking for a larger size, we also offer an extended version to suit your needs.</p>",Printworks,Lacquered Tray,Lacquered Tray,"large-bag, YGroup_Trays",true,Title,Default Title,,,,,,,,PW00658,400,shopify,deny,manual,39,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_small-green-2_9e5efb2c-27ba-4636-a398-da7447402323.jpg?v=1764772551,1,,false,,,,"Vendor: Printworks
Type: Lacquered Tray
Weight: 400g",,,,,,,,,,,,,,kg,,,active
swell-green-lacquered-tray-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_TurquoiseGreenM_mood_1.jpg?v=1764772551,2,,,,,,,,,,,,,,,,,,,,,,,
swell-green-lacquered-tray-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_TurquoiseGreenM_mood_2.jpg?v=1764772551,3,,,,,,,,,,,,,,,,,,,,,,,
swell-green-lacquered-tray-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Tray_TurquoiseGreenM_mood_3.jpg?v=1764772551,4,,,,,,,,,,,,,,,,,,,,,,,
swell-green-lacquered-tray-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_small-green.jpg?v=1764772551,5,,,,,,,,,,,,,,,,,,,,,,,
swell-green-lacquered-tray-s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_tray_small-green-3_a2db4e10-6c0f-4a90-9c5a-51cd2460fb07.jpg?v=1764772542,6,,,,,,,,,,,,,,,,,,,,,,,
beach-tennis-frescobol,Frescobol,"<p>In 1945, the architect Lian Pontes de Carvalho invented the racket game with the appealing name ”Frescobol”. The idea was a Brazilian equivalent of tennis, minus the competitiveness. Instead of winning at all costs, the essence of this game is cooperation. There are no winners or losers. The only goal is to keep the ball in the air together as long as possible.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">This set includes 2 easy-to-grip rackets, elegant wood handles, and a colored ball to keep the game going. A striped cloth bag is also included for carrying the rackets in style.<br data-mce-fragment=""1""></p>",Printworks,Beach Tennis,Beach Tennis,,true,Title,Default Title,,,,,,,,PW00650,900,shopify,deny,manual,79,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frescobol.jpg?v=1743595955,1,,false,,,,"Vendor: Printworks
Type: Beach Tennis
Weight: 900g",,,,,,,,,,,,,,kg,,,active
beach-tennis-frescobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Games_FrescoBol_mood_1_655a3d0c-8357-432a-91c7-20e63877808a.jpg?v=1744382558,2,,,,,,,,,,,,,,,,,,,,,,,
beach-tennis-frescobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frescobol_2.jpg?v=1744382558,3,,,,,,,,,,,,,,,,,,,,,,,
beach-tennis-frescobol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frescobol_3.jpg?v=1743595956,4,,,,,,,,,,,,,,,,,,,,,,,
photo-album-endless-summer-turquoise,"Endless Summer, Turquoise","<p>Discover our Endless Summer coffee table photo album, featuring an elegant turquoise cloth cover. </p>
<p><meta charset=""utf-8"">The photo album includes 30 pages of high-quality white photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <a href=""https://printworksmarket.com/products/photo-paper-large-white-10-pack"">photo paper</a> (large) is available if you need more space.<br><br><meta charset=""utf-8"">Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.</p>",Printworks,Photo Album,Photo Album,"medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00662,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_endless-summer-turquoise.jpg?v=1743595924,1,,false,,,,"Vendor: Printworks
Type: Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
photo-album-endless-summer-turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_EndlessSummerTurquoise_mood_1.jpg?v=1743595924,2,,,,,,,,,,,,,,,,,,,,,,,
photo-album-endless-summer-turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_endless-summer-turquoise_2_b2c9dca5-6ab8-4164-b67d-9a26b13802f1.jpg?v=1764766141,3,,,,,,,,,,,,,,,,,,,,,,,
photo-album-endless-summer-turquoise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_endless-summer-turquoise_3.jpg?v=1764766141,4,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,One Step at a Time,"<p>Discover ""One Step at a Time: A Book About the First Time in My Life"". This beautiful beige book contains 64 pages and is housed in a rusty yellow slipcase, and it is your special place to record those magical moments of your baby's first year. From pregnancy and birth to those memorable first words and steps, ""One Step at a Time"" is the perfect book to document and cherish these moments forever.</p>",Printworks,Fill-in Book,Fill-in Book,"small-bag, YGroup_FillinBook",true,Title,Default Title,,,,,,,,PW00666,900,shopify,deny,manual,39,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_one-step-at-a-time.jpg?v=1743595913,1,,false,,,,"Vendor: Printworks
Type: Fill-in Book
Weight: 900g",,,,,,,,,,,,,,kg,,,active
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_one-step-at-a-time_3_db37c223-139a-4b19-adde-8b779285abf5.jpg?v=1764757843,2,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_one-step-at-a-time_2_a7fc6760-66e5-448c-925b-329db718d8b3.jpg?v=1764757843,3,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FillInBook_OneStepAtTime_mood_3.jpg?v=1764757843,4,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FillInBook_OneStepAtTime_mood_1.jpg?v=1764757843,5,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FillInBook_OneStepAtTime_mood_2.jpg?v=1764757843,6,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FillInBook_OneStepAtTime_mood_4.jpg?v=1764757843,7,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_one-step-at-a-time_5.jpg?v=1764757843,8,,,,,,,,,,,,,,,,,,,,,,,
one-step-at-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_one-step-at-a-time_4.jpg?v=1764757843,9,,,,,,,,,,,,,,,,,,,,,,,
once-upon-a-time,Once Upon a Time,"<p>Discover ""Once Upon a Time"", the book of your life's unique story. This beautiful sky-blue book, housed in a navy slipcase, is your special place to relive cherished memories, from your family's roots to childhood adventures and life's significant milestones. Fill the 68 pages with your life story and keep your memories alive for generations to come.</p>",Printworks,Fill-in Book,Fill-in Book,"small-bag, YGroup_FillinBook",true,Title,Default Title,,,,,,,,PW00665,900,shopify,deny,manual,39,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_once-upon-a-time.jpg?v=1743595917,1,,false,,,,"Vendor: Printworks
Type: Fill-in Book
Weight: 900g",,,,,,,,,,,,,,kg,,,active
once-upon-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_once-upon-a-time_3_26c1aa59-a845-4315-9771-33f86701382a.jpg?v=1764757804,2,,,,,,,,,,,,,,,,,,,,,,,
once-upon-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_once-upon-a-time_2_abf5f590-15a1-4c02-aeae-e2644dc7c3cd.jpg?v=1764757804,3,,,,,,,,,,,,,,,,,,,,,,,
once-upon-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FillInBook_OnceUponATime_mood_1.jpg?v=1764757804,4,,,,,,,,,,,,,,,,,,,,,,,
once-upon-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FillInBook_OnceUponATime_mood_3.jpg?v=1764757804,5,,,,,,,,,,,,,,,,,,,,,,,
once-upon-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FillInBook_OnceUponATime_mood_2.jpg?v=1764757804,6,,,,,,,,,,,,,,,,,,,,,,,
once-upon-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_once-upon-a-time_5.jpg?v=1764757804,7,,,,,,,,,,,,,,,,,,,,,,,
once-upon-a-time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_once-upon-a-time_4.jpg?v=1764757804,8,,,,,,,,,,,,,,,,,,,,,,,
cat-album-a-cats-life,A Cat's Life,"<p>Discover our coffee table photo album A Cat's Life, dedicated to the cherished life of your furry companion. Featuring a beautiful black cloth cover with white text, <meta charset=""utf-8"">it’s the perfect place to preserve the moments that purr their way into your heart.</p>
<p><meta charset=""utf-8"">The photo album includes 30 pages of high-quality black photo paper in the size 28x21 cm (60 pages if used double-sided), ready for your memories. Easily attach your photos with our <a href=""https://printworksmarket.com/products/photo-album-photo-stickers"">stickers</a> or <a href=""https://printworksmarket.com/collections/photo-album-accessories/products/photo-album-photo-corners"">corners.</a> The album can hold up to 40 pages, and extra <meta charset=""utf-8""><a href=""https://printworksmarket.com/products/photo-album-10-pack-refill-paper-l"">photo paper</a> (large) is available if you need more space.<br><br>Place the photo album on your coffee table to keep those moments always within reach while elevating your home decor.</p>",Printworks,Cat Photo Album,Cat Photo Album,"Large Photo Albums, medium-bag, YGroup_PhotoAlbums",true,Title,Default Title,,,,,,,,PW00660,1300,shopify,deny,manual,55,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_a-cats-life.jpg?v=1743595927,1,,false,,,,"Vendor: Printworks
Type: Cat Photo Album
Weight: 1300g",,,,,,,,,,,,,,kg,,,active
cat-album-a-cats-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_Cat_mood_3.jpg?v=1754900466,2,,,,,,,,,,,,,,,,,,,,,,,
cat-album-a-cats-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_a-cats-life_2_74c673e2-67e3-48fe-ab70-3b2d6bf7f951.jpg?v=1764758845,3,,,,,,,,,,,,,,,,,,,,,,,
cat-album-a-cats-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_ACatsLife_mood_1.jpg?v=1764758845,4,,,,,,,,,,,,,,,,,,,,,,,
cat-album-a-cats-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoAlbum_ACatsLife_mood_2.jpg?v=1764758845,5,,,,,,,,,,,,,,,,,,,,,,,
cat-album-a-cats-life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-album_a-cats-life_3.jpg?v=1764758845,6,,,,,,,,,,,,,,,,,,,,,,,
the-essentials-seafood-tools,Seafood Tools,"<p>Discover our Essential Kit for Seafood lovers, cleverly disguised as an elegant book-like box. It is the perfect fusion of aesthetics and functionality. Upon opening it, you will discover all the essential tools for your beloved seafood parties. All tools are made of stainless steel and are dishwasher safe.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Included in this kit: <br data-mce-fragment=""1"">• 1 Oyster Knife<br data-mce-fragment=""1"">• 1 Shell Cracker<br data-mce-fragment=""1"">• 4 Seafood Utensils</p>",Printworks,The Essentials,The Essentials,medium-bag,true,Title,Default Title,,,,,,,,PW00647,700,shopify,deny,manual,65,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Essential_Seafood-tools.jpg?v=1761831576,1,,false,,,,"Vendor: Printworks
Type: The Essentials
Weight: 700g",,,,,,,,,,,,,,kg,,,active
