Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color Variants (product.metafields.custom.color_variants),Product Information (product.metafields.custom.product_information),Board game mechanics (product.metafields.shopify.board-game-mechanics),Color (product.metafields.shopify.color-pattern),Dexterity skills (product.metafields.shopify.dexterity-skills),Game features (product.metafields.shopify.game-features),Gameplay skills (product.metafields.shopify.gameplay-skills),Recommended age group (product.metafields.shopify.recommended-age-group),Stationery binding type (product.metafields.shopify.stationery-binding-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
coffee-table-photo-book-the-wonder-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoBook_TheWonderYears_mood_4.jpg?v=1745321077,2,,,,,,,,,,,,,,,,,,,,,,,
coffee-table-photo-book-the-wonder-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-book_the-wonder-years_2_e08610a6-2458-4d7d-bce7-861f69cb5f60.jpg?v=1764769340,3,,,,,,,,,,,,,,,,,,,,,,,
coffee-table-photo-book-the-wonder-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_PhotoBook_TheWonderYears_mood_3.jpg?v=1764769340,4,,,,,,,,,,,,,,,,,,,,,,,
coffee-table-photo-book-the-wonder-years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_photo-book_the-wonder-years_3.jpg?v=1764769340,5,,,,,,,,,,,,,,,,,,,,,,,
12-colour-pencils-graphite,"Graphite, 12 pack","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Discover our Graphite Color Pencils, a must-have set for sketching, drawing, and shading. These solid graphite pencils, also known as woodless pencils, offer a range of 12 grades, spanning from hard to soft. Each pencil is meticulously crafted from high-quality graphite, ensuring smooth and precise lines. With a lacquer coating, these pencils keep your hands clean while you create your next masterpiece. </span></p>
<p><span data-mce-fragment=""1"">The set includes the following grades: 4H, 2H, H, HB, B, 2B, 3B, 4B, 6B, 8B, 10B, and 12B.</span></p>",Printworks,Color Pencils,Color Pencils,"small-bag, YGroup_ColorPencils",true,Title,Default Title,,,,,,,,PW00566,157,shopify,deny,manual,20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_graphite_03ec9a2d-f8c9-4e46-9af6-e5b36aa22f38.jpg?v=1764758326,1,,false,,,,"Vendor: Printworks
Type: Color Pencils
Weight: 157g",,,,,,,,,,,,,,kg,,,active
12-colour-pencils-graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_graphite_2_ff1e568f-46e7-4f42-a2c9-7bf2ec6b7381.jpg?v=1764758326,2,,,,,,,,,,,,,,,,,,,,,,,
12-colour-pencils-graphite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Art_GraphitePencils_mood_1.jpg?v=1764758326,3,,,,,,,,,,,,,,,,,,,,,,,
12-color-pencils-aquarelle,"Aquarelle, 12 pack","<meta charset=""utf-8""><span data-mce-fragment=""1"">Discover our Aquarelle Color Pencils, the perfect set for watercolor enthusiasts. These high-quality linden wood pencils are entirely water soluble, allowing you to create stunning watercolor effects with just a wet brush. With rich pigmentation and a 3.0 mm core, this set inspires creativity for beginners and self-made artists. Unleash your artistic potential with our Aquarelle pencils.</span>",Printworks,Color Pencils,Color Pencils,"small-bag, YGroup_ColorPencils",true,Title,Default Title,,,,,,,,PW00567,157,shopify,deny,manual,20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_aquarelle_70a04fd7-497b-4e06-b7c8-7e091317b400.jpg?v=1764758255,1,,false,,,,"Vendor: Printworks
Type: Color Pencils
Weight: 157g",,,,,,,,,,,,,,kg,,,active
12-color-pencils-aquarelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_aquarelle_2_d50b82e7-a1b3-405d-b60e-a72ab5a9b300.jpg?v=1764758255,2,,,,,,,,,,,,,,,,,,,,,,,
12-color-pencils-aquarelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_Art_AquarellePencils_mood_2.jpg?v=1764758255,3,,,,,,,,,,,,,,,,,,,,,,,
frame-book-beige,"Great Art, Beige","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Discover our innovative Frame Book, the perfect solution for preserving and showcasing your children's artwork or your own creative masterpieces. Say goodbye to the dilemma of what to do with cherished drawings, as this book provides a dedicated home for them.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Inside this beige Frame Book, you'll discover 19 built-in frames designed to fit a special drawing perfectly. Slide the artwork into the frames, and on the adjacent page, write down notes or messages from the artist, adding a personal touch and capturing the story behind each piece.</span></p>",Printworks,Frame Book,Frame Book,"large-bag, YGroup_FrameBook",true,Title,Default Title,,,,,,,,PW00444,940,shopify,deny,manual,35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_beige_3.jpg?v=1743596146,1,,false,,,,"Vendor: Printworks
Type: Frame Book
Weight: 940g",,,,,,,,,,,,,,kg,,,active
frame-book-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_beige_3_a6b63af7-dddc-44bf-8dc1-5052795fef3d.jpg?v=1764085674,2,,,,,,,,,,,,,,,,,,,,,,,
frame-book-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_beige_4_0235e932-93d4-4117-8269-d1744620b091.jpg?v=1764085674,3,,,,,,,,,,,,,,,,,,,,,,,
frame-book-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_beige_2_a7c681b7-c638-44f0-9fc8-970868ded8b3.jpg?v=1764085674,4,,,,,,,,,,,,,,,,,,,,,,,
frame-book-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FrameBook_Beige_mood_2.jpg?v=1764085674,5,,,,,,,,,,,,,,,,,,,,,,,
frame-book-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FrameBook_Beige_mood_1.jpg?v=1764085674,6,,,,,,,,,,,,,,,,,,,,,,,
frame-book-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_beige.jpg?v=1764085674,7,,,,,,,,,,,,,,,,,,,,,,,
frame-book-grey,"Great Art, Grey","<p><meta charset=""utf-8""><span>Discover our innovative Frame Book, the perfect solution for preserving and showcasing your children's artwork or your own creative masterpieces. Say goodbye to the dilemma of what to do with cherished drawings, as this book provides a dedicated home for them. </span></p>
<p><span>Inside this grey Frame Book, you'll discover 19 built-in frames designed to fit a special drawing perfectly. Slide the artwork into the frames, and on the adjacent page, write down notes or messages from the artist, adding a personal touch and capturing the story behind each piece.</span></p>",Printworks,Frame Book,Frame Book,"large-bag, YGroup_FrameBook",true,Title,Default Title,,,,,,,,PW00445,940,shopify,deny,manual,35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_grey_3.jpg?v=1743596150,1,,false,,,,"Vendor: Printworks
Type: Frame Book
Weight: 940g",,,,,,,,,,,,,,kg,,,active
frame-book-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_grey_3_05c6a12e-7026-4ff2-8bfc-6570a61db39d.jpg?v=1764086023,2,,,,,,,,,,,,,,,,,,,,,,,
frame-book-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_grey_4_c32e7230-54e6-4746-8eb2-8dea1a64e69d.jpg?v=1764086023,3,,,,,,,,,,,,,,,,,,,,,,,
frame-book-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_grey_2_2bcba474-f2cd-4f50-ade5-9067de097e6d.jpg?v=1764086023,4,,,,,,,,,,,,,,,,,,,,,,,
frame-book-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FrameBook_Grey_mood_1.jpg?v=1764086023,5,,,,,,,,,,,,,,,,,,,,,,,
frame-book-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_grey.jpg?v=1764086023,6,,,,,,,,,,,,,,,,,,,,,,,
frame-book-black,"Great Art, Black","<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Discover our innovative Frame Book, the perfect solution for preserving and showcasing your children's artwork or your own creative masterpieces. Say goodbye to the dilemma of what to do with cherished drawings, as this book provides a dedicated home for them.</span></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Inside this black Frame Book, you'll discover 19 built-in frames designed to fit a special drawing perfectly. Slide the artwork into the frames, and on the adjacent page, write down notes or messages from the artist, adding a personal touch and capturing the story behind each piece.</span></p>",Printworks,Frame Book,Frame Book,"large-bag, YGroup_FrameBook",true,Title,Default Title,,,,,,,,PW00446,940,shopify,deny,manual,35,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_black_3.jpg?v=1743596154,1,,false,,,,"Vendor: Printworks
Type: Frame Book
Weight: 940g",,,,,,,,,,,,,,kg,,,active
frame-book-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_black_3_b1383b9c-428e-4d62-9ab2-18a404692056.jpg?v=1764085798,2,,,,,,,,,,,,,,,,,,,,,,,
frame-book-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_black_4_897a4230-ca38-4418-bd42-848462ef6627.jpg?v=1764085798,3,,,,,,,,,,,,,,,,,,,,,,,
frame-book-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_black_2_333e86a4-c537-4647-b785-4007d603d5e7.jpg?v=1764085798,4,,,,,,,,,,,,,,,,,,,,,,,
frame-book-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_FrameBook_Black_mood_1.jpg?v=1764085798,5,,,,,,,,,,,,,,,,,,,,,,,
frame-book-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_frame-book_black.jpg?v=1764085798,6,,,,,,,,,,,,,,,,,,,,,,,
guest-book-beige-yellow,"Be My Guest, Beige/Yellow","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Guest Books are a beautiful way to preserve cherished memories from special occasions. With an elegant design and high-quality pages, this guest book provides enough space to write heartfelt messages and well wishes. It is not just a book for your event—it becomes a walk down memory lane, allowing you to relive beautiful moments for years. Place it on your coffee table or shelf to keep your precious memories within reach while elevating your home decor. </span></p>
<p><span data-mce-fragment=""1"">The Guest Book contains 100 pages and has an elegant beige slipcase to protect and store the yellow-colored book.</span></p>",Printworks,Guest Book,Guest Book,"small-bag, YGroup_GuestBook",true,Title,Default Title,,,,,,,,PW00322,800,shopify,deny,manual,30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_beige.jpg?v=1743596158,1,,false,,,,"Vendor: Printworks
Type: Guest Book
Weight: 800g",,,,,,,,,,,,,,kg,,,active
guest-book-beige-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_beige_2.jpg?v=1743596158,2,,,,,,,,,,,,,,,,,,,,,,,
guest-book-beige-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_GuestBook_GreyYellow_mood_1.jpg?v=1743596158,3,,,,,,,,,,,,,,,,,,,,,,,
guest-book-beige-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_beige_4.jpg?v=1743596159,4,,,,,,,,,,,,,,,,,,,,,,,
guest-book-beige-yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_GuestBook_GreyYellow_mood_2.jpg?v=1743596159,5,,,,,,,,,,,,,,,,,,,,,,,
guest-book-green-blue,"Be My Guest, Green/Blue","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Guest Books are a beautiful way to preserve cherished memories from special occasions. With an elegant design and high-quality pages, this guest book provides enough space to write heartfelt messages and well wishes. It is not just a book for your event—it becomes a walk down memory lane, allowing you to relive beautiful moments for years. Place it on your coffee table or shelf to keep your precious memories within reach while elevating your home decor. </span></p>
<p><span data-mce-fragment=""1"">The Guest Book contains 100 pages and has an elegant green slipcase to protect and store the blue-colored book.</span></p>",Printworks,Guest Book,Guest Book,"small-bag, YGroup_GuestBook",true,Title,Default Title,,,,,,,,PW00374,800,shopify,deny,manual,30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_green.jpg?v=1743596162,1,,false,,,,"Vendor: Printworks
Type: Guest Book
Weight: 800g",,,,,,,,,,,,,,kg,,,active
guest-book-green-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_green_2.jpg?v=1743596162,2,,,,,,,,,,,,,,,,,,,,,,,
guest-book-green-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_GuestBook_GreenBlue_mood_1.jpg?v=1743596162,3,,,,,,,,,,,,,,,,,,,,,,,
guest-book-green-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_GuestBook_GreenBlue_mood_2.jpg?v=1743596162,4,,,,,,,,,,,,,,,,,,,,,,,
guest-book-green-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_green_4.jpg?v=1743596162,5,,,,,,,,,,,,,,,,,,,,,,,
guest-book-green-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_green_3.jpg?v=1743596163,6,,,,,,,,,,,,,,,,,,,,,,,
guest-book-grey-navy,"Be My Guest, Grey/Navy","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Guest Books are a beautiful way to preserve cherished memories from special occasions. With an elegant design and high-quality pages, this guest book provides enough space to write heartfelt messages and well wishes. It is not just a book for your event—it becomes a walk down memory lane, allowing you to relive beautiful moments for years. Place it on your coffee table or shelf to keep your precious memories within reach while elevating your home decor. </span></p>
<p><span data-mce-fragment=""1"">The Guest Book contains 100 pages and has an elegant grey slipcase to protect and store the navy-colored book.</span></p>",Printworks,Guest Book,Guest Book,"small-bag, YGroup_GuestBook",true,Title,Default Title,,,,,,,,PW00373,800,shopify,deny,manual,30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_grey.jpg?v=1743596165,1,,false,,,,"Vendor: Printworks
Type: Guest Book
Weight: 800g",,,,,,,,,,,,,,kg,,,active
guest-book-grey-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_grey_2.jpg?v=1743596165,2,,,,,,,,,,,,,,,,,,,,,,,
guest-book-grey-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_GuestBook_GreyBlue_mood_1.jpg?v=1743596165,3,,,,,,,,,,,,,,,,,,,,,,,
guest-book-grey-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_grey_4.jpg?v=1743596165,4,,,,,,,,,,,,,,,,,,,,,,,
guest-book-grey-navy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_grey_3.jpg?v=1743596165,5,,,,,,,,,,,,,,,,,,,,,,,
guest-book-rust-pink,"Be My Guest, Rust/Pink","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Guest Books are a beautiful way to preserve cherished memories from special occasions. With an elegant design and high-quality pages, this guest book provides enough space to write heartfelt messages and well wishes. It is not just a book for your event—it becomes a walk down memory lane, allowing you to relive beautiful moments for years. Place it on your coffee table or shelf to keep your precious memories within reach while elevating your home decor. </span></p>
<p><span data-mce-fragment=""1"">The Guest Book contains 100 pages and has an elegant rust slipcase to protect and store the pink-colored book.</span></p>",Printworks,Guest Book,Guest Book,"small-bag, YGroup_GuestBook",true,Title,Default Title,,,,,,,,PW00375,800,shopify,deny,manual,30,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_rust.jpg?v=1743596167,1,,false,,,,"Vendor: Printworks
Type: Guest Book
Weight: 800g",,,,,,,,,,,,,,kg,,,active
guest-book-rust-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_rust_2.jpg?v=1743596168,2,,,,,,,,,,,,,,,,,,,,,,,
guest-book-rust-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_GuestBook_PinkRust_mood_1.jpg?v=1743596168,3,,,,,,,,,,,,,,,,,,,,,,,
guest-book-rust-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_rust_4.jpg?v=1743596168,4,,,,,,,,,,,,,,,,,,,,,,,
guest-book-rust-pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_guest-book_rust_3.jpg?v=1743596168,5,,,,,,,,,,,,,,,,,,,,,,,
12-colour-pencils-classic,"Classic, 12 pack","<meta charset=""utf-8""><span data-mce-fragment=""1"">Discover our Classic Color Pencils, the perfect set for coloring enthusiasts and self-made artists. Made with high-quality linden wood, these 4.0 mm pencils offer a soft and extra thick core for flawless drawings and extended lifespan. This set includes all 12 essential colors to bring your creations to life. Elevate your art with our versatile and reliable color pencils.</span>",Printworks,Color Pencils,Color Pencils,"small-bag, YGroup_ColorPencils",true,Title,Default Title,,,,,,,,PW00117,157,shopify,deny,manual,20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_classic_8298145f-4ae4-4c5e-ae9e-6cedf3bc8a5a.jpg?v=1764758292,1,,false,,,,"Vendor: Printworks
Type: Color Pencils
Weight: 157g",,,,,,,,,,,,,,kg,,,active
12-colour-pencils-classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_classic_2_4848d604-0966-49b2-943a-ca28d1f27449.jpg?v=1764758292,2,,,,,,,,,,,,,,,,,,,,,,,
12-colour-pencils-metallic,"Metallic, 12 pack","<meta charset=""utf-8""><span data-mce-fragment=""1"">Discover our Metallic Color Pencils, the perfect set for coloring enthusiasts and self-made artists. Made with high-quality linden wood, these 3.0 mm pencils feature a soft, thick core for precise drawings and long-lasting performance. This set includes all 12 essential metallic colors to unleash your creativity. Elevate your art with our shimmering and reliable metallic pencils.</span>",Printworks,Color Pencils,Color Pencils,"small-bag, YGroup_ColorPencils",true,Title,Default Title,,,,,,,,PW00357,157,shopify,deny,manual,20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_metalic_51269b0a-12ab-4e32-b10e-8d2091fd3650.jpg?v=1764758350,1,,false,,,,"Vendor: Printworks
Type: Color Pencils
Weight: 157g",,,,,,,,,,,,,,kg,,,active
12-colour-pencils-metallic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_metalic_2_18a976c1-5395-46d8-b0fb-7018e248023b.jpg?v=1764758350,2,,,,,,,,,,,,,,,,,,,,,,,
12-colour-pencils-neon,"Neon, 12 pack","<meta charset=""utf-8""><span data-mce-fragment=""1"">Discover our Neon Color Pencils, the perfect set for coloring enthusiasts and self-made artists. Made with high-quality linden wood, these 3.0 mm pencils feature a soft and extra thick core for vibrant drawings and extended lifespan. This set includes all 12 essential neon colors you need to unleash your creativity. Elevate your art with our dynamic and reliable neon pencils.</span>",Printworks,Color Pencils,Color Pencils,"small-bag, YGroup_ColorPencils",true,Title,Default Title,,,,,,,,PW00127,157,shopify,deny,manual,20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_neon_3c471946-0b09-4d19-9db7-c76adda4e6e3.jpg?v=1764758402,1,,false,,,,"Vendor: Printworks
Type: Color Pencils
Weight: 157g",,,,,,,,,,,,,,kg,,,active
12-colour-pencils-neon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_neon_3f1c07ba-a936-475d-86a4-aff1a397006d.jpg?v=1764758402,2,,,,,,,,,,,,,,,,,,,,,,,
12-colour-pencils-skin-tone,"Skin tone, 12 pack","<meta charset=""utf-8""><span data-mce-fragment=""1"">Enhance your portraits and drawings with our Skin Tone Color Pencils, offering a diverse palette to shade and highlight with precision. With a soft 4.0 mm core, these high-quality linden wood pencils create flawless lines and ensure longevity. The set includes 12 skin tone colors, providing everything you need to bring your artwork to life. Perfect for artists and portrait enthusiasts.</span>",Printworks,Color Pencils,Color Pencils,"small-bag, YGroup_ColorPencils",true,Title,Default Title,,,,,,,,PW00505,157,shopify,deny,manual,20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_skin-tone_06329912-e723-4509-888b-6bd1688e49c4.jpg?v=1764758428,1,,false,,,,"Vendor: Printworks
Type: Color Pencils
Weight: 157g",,,,,,,,,,,,,,kg,,,active
12-colour-pencils-skin-tone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_skin-tone_2_41d3c15f-e7d2-4398-865a-9c801e886ca6.jpg?v=1764758428,2,,,,,,,,,,,,,,,,,,,,,,,
24-colour-pencils-classic,"Classic, 24 pack","<p>Discover our set of 24 Classic Color Pencils, the essential collection for coloring enthusiasts. With a soft and extra thick core, these pencils ensure perfect drawings and an extended lifespan. The box contains all 24 primary colors you need to get started, making it the ideal choice for unleashing your creativity. Elevate your coloring experience with our high-quality classic pencils.</p>",Printworks,Color Pencils,Color Pencils,"small-bag, YGroup_ColorPencils",true,Title,Default Title,,,,,,,,PW00118,350,shopify,deny,manual,27,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_classic24.jpg?v=1743596180,1,,false,,,,"Vendor: Printworks
Type: Color Pencils
Weight: 350g",,,,,,,,,,,,,,kg,,,active
24-colour-pencils-classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_pencils_classic24_2.jpg?v=1743596180,2,,,,,,,,,,,,,,,,,,,,,,,
memo-game-iconic-buildings,"Iconic Buildings, Memo","<p><meta charset=""utf-8""><span data-mce-fragment=""1"">Match iconic buildings with their cities - experience an educational memo game introducing you to impressive architectural complexity and important historical significance. It's an enjoyable activity to share with friends or your children - visit the world of great architecture without even packing a bag. Bon Voyage! </span></p>
<p><span data-mce-fragment=""1"">This set includes 50 cards (25 pairs) adorned with beautiful illustrations.</span></p>",Printworks,Memo Game,Memo Game,"small-bag, YGroup_MemoGame",true,Title,Default Title,,,,,,,,PW00450,300,shopify,deny,manual,25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_memo_building_2_e2bbea49-e7bf-4d5e-84e2-34f8a15a93d2.jpg?v=1764756955,1,,false,,,,"Vendor: Printworks
Type: Memo Game
Weight: 300g",,,,,,,,,,,,,,kg,,,active
memo-game-iconic-buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_memo_building_0bc203c4-1cab-4bef-8d76-de65b39f3961.jpg?v=1764756954,2,,,,,,,,,,,,,,,,,,,,,,,
memo-game-movie,Movie,"<p><meta charset=""utf-8""><span data-mce-fragment=""1"">This engaging memo game will put your knowledge of classic movies to the test. Your task? Identify iconic film characters solely by their costumes and match them with famous quotes from the same movie. It's the perfect after-dinner game, promising a nostalgic trip down memory lane. And while you're at it, don't forget the popcorn (not included in the game) for a complete cinematic experience!</span></p>",Printworks,Memo Game,Memo Game,"small-bag, YGroup_MemoGame",true,Title,Default Title,,,,,,,,PW00447,300,shopify,deny,manual,25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_memo_movie_2_de76c7dd-f2c1-4bbd-b00d-607f834e4eda.jpg?v=1764757028,1,,false,,,,"Vendor: Printworks
Type: Memo Game
Weight: 300g",,,,,,,,,,,,,,kg,,,active
memo-game-movie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0724/3038/7509/files/Printworks_memo_movie_467d60d6-f54c-44a5-a23a-0919df6bd029.jpg?v=1764757057,2,,,,,,,,,,,,,,,,,,,,,,,
